300495.SZ,*ST美尚
001258.SZ,立新能源
000796.SZ,ST凯撒
600096.SH,云天化
301148.SZ,嘉戎技术
000061.SZ,农 产 品
600785.SH,新华百货
603329.SH,上海雅仕
601298.SH,青岛港
603682.SH,锦和商管
300722.SZ,新余国科
601127.SH,赛力斯
000157.SZ,中联重科
600880.SH,博瑞传播
600643.SH,爱建集团
300076.SZ,GQY视讯
603601.SH,再升科技
605169.SH,洪通燃气
600827.SH,百联股份
000859.SZ,国风新材
600235.SH,民丰特纸
002923.SZ,润都股份
002163.SZ,海南发展
002161.SZ,远 望 谷
300405.SZ,科隆股份
000609.SZ,中迪投资
002759.SZ,天际股份
300121.SZ,阳谷华泰
601229.SH,上海银行
600232.SH,金鹰股份
688499.SH,利元亨
600511.SH,国药股份
002080.SZ,中材科技
600493.SH,凤竹纺织
301333.SZ,诺思格
002797.SZ,第一创业
000875.SZ,吉电股份
600678.SH,四川金顶
002672.SZ,东江环保
000021.SZ,深科技
000935.SZ,四川双马
300873.SZ,海晨股份
300657.SZ,弘信电子
300566.SZ,激智科技
600168.SH,武汉控股
002170.SZ,芭田股份
688439.SH,振华风光
603220.SH,中贝通信
002398.SZ,垒知集团
600887.SH,伊利股份
600851.SH,海欣股份
002333.SZ,罗普斯金
603906.SH,龙蟠科技
603238.SH,诺邦股份
002608.SZ,江苏国信
600984.SH,建设机械
603112.SH,华翔股份
600884.SH,杉杉股份
600874.SH,创业环保
300513.SZ,恒实科技
300506.SZ,名家汇
600711.SH,盛屯矿业
300040.SZ,九洲集团
002493.SZ,荣盛石化
603879.SH,永悦科技
603963.SH,大理药业
300865.SZ,大宏立
002098.SZ,浔兴股份
603863.SH,松炀资源
002128.SZ,电投能源
600841.SH,动力新科
300176.SZ,派生科技
300992.SZ,泰福泵业
600025.SH,华能水电
605056.SH,咸亨国际
300720.SZ,海川智能
688268.SH,华特气体
603214.SH,爱婴室
300120.SZ,经纬辉开
688251.SH,井松智能
603009.SH,北特科技
601901.SH,方正证券
603776.SH,永安行
688501.SH,青达环保
300224.SZ,正海磁材
600206.SH,有研新材
000728.SZ,国元证券
603130.SH,云中马
601908.SH,京运通
002410.SZ,广联达
688028.SH,沃尔德
300162.SZ,雷曼光电
002060.SZ,粤 水 电
301067.SZ,显盈科技
688110.SH,东芯股份
600284.SH,浦东建设
002267.SZ,陕天然气
600510.SH,黑牡丹
600229.SH,城市传媒
300889.SZ,爱克股份
688380.SH,中微半导
605155.SH,西大门
300949.SZ,奥雅股份
002040.SZ,南 京 港
300831.SZ,派瑞股份
600861.SH,北京城乡
301216.SZ,万凯新材
002440.SZ,闰土股份
002207.SZ,准油股份
603078.SH,江化微
300146.SZ,汤臣倍健
603067.SH,振华股份
002386.SZ,天原股份
002859.SZ,洁美科技
600060.SH,海信视像
000498.SZ,山东路桥
600987.SH,航民股份
300440.SZ,运达科技
600127.SH,金健米业
605090.SH,九丰能源
300599.SZ,雄塑科技
301156.SZ,美农生物
688230.SH,芯导科技
600137.SH,浪莎股份
002811.SZ,郑中设计
002274.SZ,华昌化工
002302.SZ,西部建设
003001.SZ,中岩大地
300092.SZ,科新机电
000593.SZ,德龙汇能
600596.SH,新安股份
603158.SH,腾龙股份
600455.SH,博通股份
600053.SH,九鼎投资
603168.SH,莎普爱思
002229.SZ,鸿博股份
300665.SZ,飞鹿股份
600822.SH,上海物贸
601566.SH,九牧王
002926.SZ,华西证券
603615.SH,茶花股份
600731.SH,湖南海利
688285.SH,高铁电气
002497.SZ,雅化集团
603090.SH,宏盛股份
600897.SH,厦门空港
002106.SZ,莱宝高科
603105.SH,芯能科技
002667.SZ,鞍重股份
002636.SZ,金安国纪
600110.SH,诺德股份
600273.SH,嘉化能源
000567.SZ,海德股份
300729.SZ,乐歌股份
300390.SZ,天华超净
002532.SZ,天山铝业
000969.SZ,安泰科技
600299.SH,安迪苏
002023.SZ,海特高新
002193.SZ,如意集团
600689.SH,上海三毛
000877.SZ,天山股份
603318.SH,水发燃气
301212.SZ,联盛化学
688459.SH,哈铁科技
300453.SZ,三鑫医疗
300813.SZ,泰林生物
000860.SZ,顺鑫农业
601200.SH,上海环境
300437.SZ,清水源
601890.SH,亚星锚链
002221.SZ,东华能源
002617.SZ,露笑科技
000828.SZ,东莞控股
002749.SZ,国光股份
600095.SH,湘财股份
300746.SZ,汉嘉设计
600272.SH,开开实业
001226.SZ,拓山重工
603421.SH,鼎信通讯
002395.SZ,双象股份
301223.SZ,中荣股份
600875.SH,东方电气
603259.SH,药明康德
600956.SH,新天绿能
600873.SH,梅花生物
688266.SH,泽璟制药-U
600618.SH,氯碱化工
301111.SZ,粤万年青
601878.SH,浙商证券
603600.SH,永艺股份
605500.SH,森林包装
002322.SZ,理工能科
301201.SZ,诚达药业
600640.SH,国脉文化
000501.SZ,武商集团
300343.SZ,联创股份
002823.SZ,凯中精密
603359.SH,东珠生态
688369.SH,致远互联
603968.SH,醋化股份
002940.SZ,昂利康
688625.SH,呈和科技
300923.SZ,研奥股份
002460.SZ,赣锋锂业
600081.SH,东风科技
603429.SH,集友股份
601696.SH,中银证券
600196.SH,复星医药
688375.SH,国博电子
600620.SH,天宸股份
603896.SH,寿仙谷
603386.SH,骏亚科技
002293.SZ,罗莱生活
605377.SH,华旺科技
002891.SZ,中宠股份
301002.SZ,崧盛股份
600032.SH,浙江新能
688229.SH,博睿数据
300399.SZ,天利科技
300485.SZ,赛升药业
600848.SH,上海临港
000902.SZ,新洋丰
002405.SZ,四维图新
600483.SH,福能股份
002928.SZ,华夏航空
301280.SZ,珠城科技
301209.SZ,联合化学
603127.SH,昭衍新药
688418.SH,震有科技
300656.SZ,民德电子
000062.SZ,深圳华强
000537.SZ,广宇发展
600288.SH,大恒科技
300976.SZ,达瑞电子
688117.SH,圣诺生物
300834.SZ,星辉环材
002466.SZ,天齐锂业
002917.SZ,金奥博
300740.SZ,水羊股份
300619.SZ,金银河
300470.SZ,中密控股
601211.SH,国泰君安
002045.SZ,国光电器
688981.SH,中芯国际
603630.SH,拉芳家化
605318.SH,法狮龙
001207.SZ,联科科技
300983.SZ,尤安设计
300628.SZ,亿联网络
002802.SZ,洪汇新材
603181.SH,皇马科技
603661.SH,恒林股份
001229.SZ,魅视科技
002030.SZ,达安基因
688597.SH,煜邦电力
300046.SZ,台基股份
300644.SZ,南京聚隆
002216.SZ,三全食品
688739.SH,成大生物
300602.SZ,飞荣达
300753.SZ,爱朋医疗
601865.SH,福莱特
301176.SZ,逸豪新材
603076.SH,乐惠国际
603955.SH,大千生态
301288.SZ,清研环境
000985.SZ,大庆华科
688348.SH,昱能科技
688127.SH,蓝特光学
605151.SH,西上海
002544.SZ,普天科技
300668.SZ,杰恩设计
301051.SZ,信濠光电
688163.SH,赛伦生物
300878.SZ,维康药业
605258.SH,协和电子
688212.SH,澳华内镜
300702.SZ,天宇股份
000895.SZ,双汇发展
688633.SH,星球石墨
001336.SZ,楚环科技
000733.SZ,振华科技
300936.SZ,中英科技
001283.SZ,豪鹏科技
300893.SZ,松原股份
688677.SH,海泰新光
688202.SH,美迪西
300937.SZ,药易购
688321.SH,微芯生物
688135.SH,利扬芯片
603599.SH,广信股份
300529.SZ,健帆生物
688799.SH,华纳药厂
603507.SH,振江股份
301191.SZ,菲菱科思
300999.SZ,金龙鱼
688670.SH,金迪克
300558.SZ,贝达药业
300919.SZ,中伟股份
688095.SH,福昕软件
688538.SH,和辉光电-U
688521.SH,芯原股份-U
688515.SH,裕太微
688486.SH,龙迅股份
688425.SH,铁建重工
688420.SH,美腾科技
688360.SH,德马科技
688307.SH,中润光学
688184.SH,帕瓦股份
688178.SH,万德斯
688177.SH,百奥泰
688055.SH,龙腾光电
688033.SH,天宜上佳
605389.SH,长龄液压
605288.SH,凯迪股份
605196.SH,华通线缆
605188.SH,国光连锁
605167.SH,利柏特
605158.SH,华达新材
603996.SH,退市中新
603886.SH,元祖股份
603877.SH,太平鸟
603718.SH,海利生物
603711.SH,香飘飘
603680.SH,今创集团
603657.SH,春光科技
603648.SH,畅联股份
603619.SH,中曼石油
603555.SH,贵人鸟
603530.SH,神马电力
603389.SH,亚振家居
603356.SH,华菱精工
603330.SH,天洋新材
603328.SH,依顿电子
603307.SH,扬州金泉
603300.SH,华铁应急
603229.SH,奥翔药业
603190.SH,亚通精工
603157.SH,退市拉夏
603113.SH,金能科技
603111.SH,康尼机电
603073.SH,彩蝶实业
603070.SH,万控智造
603030.SH,全筑股份
603002.SH,宏昌电子
601988.SH,中国银行
601985.SH,中国核电
601916.SH,浙商银行
601866.SH,中远海发
601860.SH,紫金银行
601828.SH,美凯龙
601825.SH,沪农商行
601818.SH,光大银行
601808.SH,中海油服
601798.SH,蓝科高新
601728.SH,中国电信
601718.SH,际华集团
601678.SH,滨化股份
601619.SH,嘉泽新能
601606.SH,长城军工
601599.SH,浙文影业
601568.SH,北元集团
601558.SH,退市锐电
601555.SH,东吴证券
601519.SH,大智慧
601515.SH,东风股份
601399.SH,国机重装
601375.SH,中原证券
601369.SH,陕鼓动力
601330.SH,绿色动力
601299.SH,中国北车
601288.SH,农业银行
601279.SH,英利汽车
601268.SH,*ST二重
601216.SH,君正集团
601212.SH,白银有色
601138.SH,工业富联
601108.SH,财通证券
601107.SH,四川成渝
601106.SH,中国一重
601099.SH,太平洋
601077.SH,渝农商行
601011.SH,宝泰隆
601006.SH,大秦铁路
601002.SH,晋亿实业
601000.SH,唐山港
600991.SH,广汽长丰
600986.SH,浙文互联
600981.SH,汇鸿集团
600980.SH,北矿科技
600978.SH,*ST宜生
600968.SH,海油发展
600936.SH,广西广电
600929.SH,雪天盐业
600909.SH,华安证券
600905.SH,三峡能源
600899.SH,*ST信联
600896.SH,退市海医
600894.SH,广日股份
600891.SH,退市秋林
600890.SH,退市中房
600881.SH,亚泰集团
600878.SH,*ST北科
600870.SH,退市厦华
600856.SH,退市中天
600854.SH,春兰股份
600852.SH,*ST中川
600849.SH,上药转换
600842.SH,中西药业
600840.SH,新湖创业
600832.SH,东方明珠
600831.SH,广电网络
600815.SH,厦工股份
600813.SH,ST鞍一工
600811.SH,东方集团
600810.SH,神马股份
600808.SH,马钢股份
600807.SH,济南高新
600806.SH,退市昆机
600799.SH,*ST龙科
600797.SH,浙大网新
600790.SH,轻纺城
600788.SH,*ST达曼
600787.SH,中储股份
600786.SH,东方锅炉
600784.SH,鲁银投资
600783.SH,鲁信创投
600772.SH,S*ST龙昌
600762.SH,S*ST金荔
600755.SH,厦门国贸
600752.SH,*ST哈慈
600747.SH,退市大控
600734.SH,ST实达
600727.SH,鲁北化工
600723.SH,首商股份
600713.SH,南京医药
600709.SH,ST生态
600701.SH,退市工新
600700.SH,*ST数码
600698.SH,湖南天雁
600695.SH,退市绿庭
600688.SH,上海石化
600687.SH,退市刚泰
600682.SH,南京新百
600680.SH,*ST上普
600677.SH,*ST航通
600676.SH,交运股份
600672.SH,*ST华圣
600670.SH,*ST斯达
600669.SH,*ST鞍成
600659.SH,*ST花雕
600656.SH,退市博元
600653.SH,申华控股
600652.SH,退市游久
600650.SH,锦江在线
600646.SH,ST国嘉
600634.SH,退市富控
600632.SH,华联商厦
600631.SH,百联股份
600629.SH,华建集团
600627.SH,上电股份
600625.SH,PT水仙
600614.SH,退市鹏起
600607.SH,上实医药
600598.SH,北大荒
600591.SH,*ST上航
600578.SH,京能电力
600568.SH,ST中珠
600555.SH,退市海创
600553.SH,太行水泥
600540.SH,新赛股份
600530.SH,交大昂立
600495.SH,晋西车轴
600485.SH,*ST信威
600481.SH,双良节能
600479.SH,千金药业
600472.SH,包头铝业
600467.SH,好当家
600462.SH,ST九有
600448.SH,华纺股份
600444.SH,国机通用
600439.SH,瑞贝卡
600438.SH,通威股份
600432.SH,退市吉恩
600401.SH,退市海润
600387.SH,海越能源
600385.SH,退市金泰
600378.SH,昊华科技
600357.SH,承德钒钛
600352.SH,浙江龙盛
600351.SH,亚宝药业
600321.SH,正源股份
600317.SH,营口港
600307.SH,酒钢宏兴
600300.SH,维维股份
600297.SH,广汇汽车
600296.SH,S兰铝
600291.SH,退市西水
600289.SH,ST信通
600286.SH,S*ST国瓷
600275.SH,退市昌鱼
600270.SH,外运发展
600269.SH,赣粤高速
600265.SH,ST景谷
600263.SH,路桥建设
600260.SH,*ST凯乐
600255.SH,鑫科材料
600253.SH,天方药业
600247.SH,*ST成城
600240.SH,退市华业
600239.SH,ST云城
600231.SH,凌钢股份
600227.SH,圣济堂
600226.SH,ST瀚叶
600221.SH,海航控股
600218.SH,全柴动力
600209.SH,退市罗顿
600205.SH,S山东铝
600181.SH,S*ST云大
600180.SH,瑞茂通
600178.SH,东安动力
600175.SH,退市美都
600167.SH,联美控股
600146.SH,退市环球
600145.SH,退市新亿
600120.SH,浙江东方
600119.SH,长江投资
600108.SH,亚盛集团
600106.SH,重庆路桥
600102.SH,莱钢股份
600093.SH,退市易见
600092.SH,S*ST精密
600091.SH,退市明科
600090.SH,退市济堂
600087.SH,退市长油
600086.SH,退市金钰
600076.SH,康欣新材
600074.SH,退市保千
600069.SH,退市银鸽
600068.SH,葛洲坝
600065.SH,*ST联谊
600055.SH,万东医疗
600052.SH,东望时代
600050.SH,中国联通
600029.SH,南方航空
600022.SH,山东钢铁
600015.SH,华夏银行
600006.SH,东风汽车
600005.SH,武钢股份
600003.SH,ST东北高
600002.SH,齐鲁石化
600001.SH,邯郸钢铁
600000.SH,浦发银行
301419.SZ,阿莱德
301373.SZ,凌玮科技
301358.SZ,湖南裕能
301331.SZ,恩威医药
301303.SZ,真兰仪表
301265.SZ,华新环保
301260.SZ,格力博
301259.SZ,艾布鲁
301256.SZ,华融化学
301090.SZ,华润材料
301058.SZ,中粮科工
301038.SZ,深水规院
301010.SZ,晶雪节能
300989.SZ,蕾奥规划
300883.SZ,龙利得
300875.SZ,捷强装备
300867.SZ,圣元环保
300823.SZ,建科机械
300814.SZ,中富电路
300797.SZ,钢研纳克
300701.SZ,森霸传感
300594.SZ,朗进科技
300591.SZ,万里马
300590.SZ,移为通信
300587.SZ,天铁股份
300527.SZ,中船应急
300522.SZ,世名科技
300431.SZ,暴风退
300420.SZ,五洋停车
300372.SZ,欣泰退
300367.SZ,网力退
300362.SZ,天翔退
300336.SZ,*ST新文
300330.SZ,*ST计通
300326.SZ,凯利泰
300325.SZ,德威退
300323.SZ,华灿光电
300322.SZ,硕贝德
300313.SZ,ST天山
300312.SZ,邦讯退
300304.SZ,云意电气
300299.SZ,富春股份
300279.SZ,和晶科技
300243.SZ,瑞丰高材
300228.SZ,富瑞特装
300216.SZ,千山退
300210.SZ,森远股份
300202.SZ,聚龙退
300198.SZ,纳川股份
300190.SZ,维尔利
300186.SZ,大华农
300178.SZ,腾邦退
300156.SZ,神雾退
300155.SZ,安居宝
300154.SZ,瑞凌股份
300150.SZ,世纪瑞尔
300108.SZ,*ST吉药
300106.SZ,西部牧业
300104.SZ,乐视退
300090.SZ,盛运退
300064.SZ,金刚退
300055.SZ,万邦达
300053.SZ,欧比特
300038.SZ,数知退
300028.SZ,金亚退
300023.SZ,宝德退
300016.SZ,北陆药业
300006.SZ,莱美药业
300005.SZ,探路者
003816.SZ,中国广核
002936.SZ,郑州银行
002890.SZ,弘宇股份
002873.SZ,新天药业
002818.SZ,富森美
002793.SZ,罗欣药业
002770.SZ,科迪退
002760.SZ,凤形股份
002721.SZ,金一文化
002716.SZ,金贵银业
002711.SZ,欧浦退
002700.SZ,ST浩源
002684.SZ,猛狮退
002680.SZ,长生退
002670.SZ,国盛金控
002661.SZ,克明食品
002651.SZ,利君股份
002640.SZ,跨境通
002622.SZ,皓宸医疗
002620.SZ,瑞和股份
002619.SZ,*ST艾格
002618.SZ,丹邦退
002604.SZ,龙力退
002565.SZ,顺灏股份
002550.SZ,千红制药
002535.SZ,ST林重
002509.SZ,天茂退
002504.SZ,ST弘高
002503.SZ,搜于特
002499.SZ,*ST科林
002496.SZ,辉丰股份
002490.SZ,山东墨龙
002486.SZ,嘉麟杰
002483.SZ,润邦股份
002477.SZ,雏鹰退
002473.SZ,圣莱退
002470.SZ,ST金正
002464.SZ,众应退
002461.SZ,珠江啤酒
002450.SZ,康得退
002447.SZ,晨鑫退
002445.SZ,中南文化
002444.SZ,巨星科技
002431.SZ,棕榈股份
002429.SZ,兆驰股份
002422.SZ,科伦药业
002419.SZ,天虹股份
002392.SZ,北京利尔
002391.SZ,长青股份
002374.SZ,中锐股份
002370.SZ,亚太药业
002364.SZ,中恒电气
002361.SZ,神剑股份
002359.SZ,北讯退
002312.SZ,川发龙蟒
002310.SZ,东方园林
002300.SZ,太阳电缆
002278.SZ,神开股份
002263.SZ,大东南
002260.SZ,德奥退
002247.SZ,聚力文化
002233.SZ,塔牌集团
002228.SZ,合兴包装
002220.SZ,天宝退
002215.SZ,诺 普 信
002205.SZ,国统股份
002183.SZ,怡 亚 通
002176.SZ,江特电机
002165.SZ,红 宝 丽
002147.SZ,新光退
002143.SZ,印纪退
002118.SZ,紫鑫药业
002111.SZ,威海广泰
002110.SZ,三钢闽光
002109.SZ,兴化股份
002097.SZ,山河智能
002087.SZ,新野纺织
002086.SZ,ST东洋
002085.SZ,万丰奥威
002071.SZ,长城退
002070.SZ,众和退
002069.SZ,ST獐子岛
002064.SZ,华峰化学
002018.SZ,华信退
002005.SZ,ST德豪
001338.SZ,永顺泰
001314.SZ,亿道信息
001311.SZ,多利科技
001260.SZ,坤泰股份
001227.SZ,兰州银行
001225.SZ,和泰机电
001216.SZ,华瓷股份
001203.SZ,大中矿业
000990.SZ,诚志股份
000982.SZ,中银绒业
000979.SZ,中弘退
000973.SZ,佛塑科技
000972.SZ,ST中基
000971.SZ,ST高升
000970.SZ,中科三环
000956.SZ,中原油气
000939.SZ,凯迪退
000916.SZ,华北高速
000912.SZ,泸天化
000906.SZ,浙商中拓
000866.SZ,扬子石化
000835.SZ,长动退
000832.SZ,*ST龙涤
000827.SZ,*ST长兴
000817.SZ,辽河油田
000805.SZ,*ST炎黄
000793.SZ,华闻集团
000790.SZ,华神科技
000787.SZ,*ST创智
000785.SZ,居然之家
000780.SZ,ST平能
000777.SZ,中核科技
000769.SZ,*ST大菲
000765.SZ,*ST华信
000763.SZ,锦州石化
000761.SZ,本钢板材
000760.SZ,斯太退
000748.SZ,长城信息
000730.SZ,*ST环保
000727.SZ,冠捷科技
000712.SZ,锦龙股份
000707.SZ,双环科技
000699.SZ,S*ST佳纸
000693.SZ,华泽退
000689.SZ,ST宏业
000687.SZ,华讯退
000678.SZ,襄阳轴承
000677.SZ,恒天海龙
000675.SZ,ST银山
000673.SZ,当代退
000669.SZ,ST金鸿
000665.SZ,湖北广电
000662.SZ,天夏退
000660.SZ,*ST南华
000658.SZ,ST海洋
000655.SZ,金岭矿业
000653.SZ,ST九州
000639.SZ,西王食品
000630.SZ,铜陵有色
000629.SZ,钒钛股份
000627.SZ,天茂集团
000622.SZ,恒立实业
000621.SZ,*ST比特
000618.SZ,吉林化工
000617.SZ,中油资本
000613.SZ,东海A退
000611.SZ,天首退
000602.SZ,金马集团
000598.SZ,兴蓉环境
000594.SZ,国恒退
000588.SZ,PT粤金曼
000587.SZ,*ST金洲
000585.SZ,东电退
000584.SZ,哈工智能
000583.SZ,S*ST托普
000582.SZ,北部湾港
000578.SZ,盐湖集团
000569.SZ,长城股份
000563.SZ,陕国投Ａ
000562.SZ,宏源证券
000559.SZ,万向钱潮
000556.SZ,PT南洋
000551.SZ,创元科技
000549.SZ,S湘火炬
000545.SZ,金浦钛业
000542.SZ,TCL通讯
000540.SZ,中天金融
000535.SZ,*ST猴王
000531.SZ,穗恒运Ａ
000530.SZ,冰山冷热
000527.SZ,美的电器
000522.SZ,白云山A
000520.SZ,长航凤凰
000515.SZ,攀渝钛业
000511.SZ,烯碳退
000508.SZ,琼民源A
000506.SZ,中润资源
000505.SZ,京粮控股
000502.SZ,绿景退
000488.SZ,晨鸣纸业
000429.SZ,粤高速Ａ
000426.SZ,兴业矿业
000418.SZ,小天鹅A
000416.SZ,民生控股
000412.SZ,ST五环
000406.SZ,石油大明
000405.SZ,ST鑫光
000404.SZ,长虹华意
000156.SZ,华数传媒
000089.SZ,深圳机场
000078.SZ,海王生物
000070.SZ,特发信息
000050.SZ,深天马Ａ
000047.SZ,ST中侨
000033.SZ,新都退
000024.SZ,招商地产
000018.SZ,神城A退
000016.SZ,深康佳Ａ
000015.SZ,PT中浩A
000013.SZ,*ST石化A
000003.SZ,PT金田A
688091.SH,上海谊众-U
300487.SZ,蓝晓科技
002304.SZ,洋河股份
688143.SH,长盈通
688058.SH,宝兰德
300863.SZ,卡倍亿
688707.SH,振华新材
000963.SZ,华东医药
688498.SH,源杰科技
600456.SH,宝钛股份
603261.SH,立航科技
002829.SZ,星网宇达
600660.SH,福耀玻璃
603026.SH,胜华新材
603529.SH,爱玛科技
688259.SH,创耀科技
002779.SZ,中坚科技
301167.SZ,建研设计
600132.SH,重庆啤酒
300836.SZ,佰奥智能
002653.SZ,海思科
600150.SH,中国船舶
002129.SZ,TCL中环
601699.SH,潞安环能
301057.SZ,汇隆新材
301120.SZ,新特电气
605198.SH,安德利
300418.SZ,昆仑万维
300731.SZ,科创新源
002001.SZ,新 和 成
300475.SZ,香农芯创
603139.SH,康惠制药
688382.SH,益方生物-U
601136.SH,首创证券
603037.SH,凯众股份
688363.SH,华熙生物
603730.SH,岱美股份
600694.SH,大商股份
300127.SZ,银河磁体
300799.SZ,左江科技
605277.SH,新亚电子
002549.SZ,凯美特气
600756.SH,浪潮软件
002068.SZ,黑猫股份
300118.SZ,东方日升
603825.SH,华扬联众
002353.SZ,杰瑞股份
001209.SZ,洪兴股份
002079.SZ,苏州固锝
003017.SZ,大洋生物
301285.SZ,鸿日达
600436.SH,片仔癀
603080.SH,新疆火炬
600276.SH,恒瑞医药
603057.SH,紫燕食品
600793.SH,宜宾纸业
002941.SZ,新疆交建
000807.SZ,云铝股份
300698.SZ,万马科技
601615.SH,明阳智能
601022.SH,宁波远洋
301083.SZ,百胜智能
300205.SZ,天喻信息
688287.SH,观典防务
301043.SZ,绿岛风
688193.SH,仁度生物
300997.SZ,欢乐家
600305.SH,恒顺醋业
603790.SH,雅运股份
002539.SZ,云图控股
000524.SZ,岭南控股
603122.SH,合富中国
002723.SZ,小崧股份
300906.SZ,日月明
300898.SZ,熊猫乳品
600201.SH,生物股份
300552.SZ,万集科技
002372.SZ,伟星新材
300223.SZ,北京君正
605183.SH,确成股份
600597.SH,光明乳业
605577.SH,龙版传媒
688106.SH,金宏气体
300416.SZ,苏试试验
603056.SH,德邦股份
603093.SH,南华期货
688087.SH,英科再生
001316.SZ,润贝航科
301130.SZ,西点药业
003018.SZ,金富科技
601111.SH,中国国航
603458.SH,勘设股份
002725.SZ,跃岭股份
600513.SH,联环药业
002006.SZ,精功科技
688357.SH,建龙微纳
301102.SZ,兆讯传媒
600059.SH,古越龙山
601881.SH,中国银河
600171.SH,上海贝岭
603903.SH,中持股份
600673.SH,东阳光
605003.SH,众望布艺
000713.SZ,丰乐种业
002594.SZ,比亚迪
002887.SZ,绿茵生态
600612.SH,老凤祥
002169.SZ,智光电气
600837.SH,海通证券
300920.SZ,润阳科技
002556.SZ,辉隆股份
300745.SZ,欣锐科技
002200.SZ,ST交投
300551.SZ,古鳌科技
000968.SZ,蓝焰控股
002922.SZ,伊戈尔
300760.SZ,迈瑞医疗
002942.SZ,新农股份
688520.SH,神州细胞-U
605060.SH,联德股份
301039.SZ,中集车辆
301152.SZ,天力锂能
600489.SH,中金黄金
600906.SH,财达证券
002457.SZ,青龙管业
600834.SH,申通地铁
603003.SH,龙宇燃油
300933.SZ,中辰股份
002755.SZ,奥赛康
600505.SH,西昌电力
300407.SZ,凯发电气
301268.SZ,铭利达
600990.SH,四创电子
300404.SZ,博济医药
600071.SH,凤凰光学
301129.SZ,瑞纳智能
300381.SZ,溢多利
300409.SZ,道氏技术
002393.SZ,力生制药
300429.SZ,强力新材
603239.SH,浙江仙通
600482.SH,中国动力
600083.SH,博信股份
002340.SZ,格林美
600135.SH,乐凯胶片
002763.SZ,汇洁股份
605108.SH,同庆楼
603393.SH,新天然气
603698.SH,航天工程
300985.SZ,致远新能
000623.SZ,吉林敖东
002295.SZ,精艺股份
600685.SH,中船防务
600814.SH,杭州解百
300376.SZ,易事特
688336.SH,三生国健
300935.SZ,盈建科
688172.SH,燕东微
002301.SZ,齐心集团
600332.SH,白云山
600148.SH,长春一东
603488.SH,展鹏科技
600879.SH,航天电子
002187.SZ,广百股份
000833.SZ,粤桂股份
600965.SH,福成股份
300897.SZ,山科智能
300435.SZ,中泰股份
002584.SZ,西陇科学
300902.SZ,国安达
002935.SZ,天奥电子
600962.SH,国投中鲁
688228.SH,开普云
601567.SH,三星医疗
600500.SH,中化国际
600461.SH,洪城环境
000928.SZ,中钢国际
600628.SH,新世界
300554.SZ,三超新材
600189.SH,泉阳泉
000996.SZ,中国中期
600637.SH,东方明珠
300334.SZ,津膜科技
301217.SZ,铜冠铜箔
300018.SZ,中元股份
600285.SH,羚锐制药
603867.SH,新化股份
600963.SH,岳阳林纸
300099.SZ,精准信息
603237.SH,五芳斋
603335.SH,迪生力
300635.SZ,中达安
603001.SH,奥康国际
002980.SZ,华盛昌
300798.SZ,锦鸡股份
300333.SZ,兆日科技
300980.SZ,祥源新材
603878.SH,武进不锈
000768.SZ,中航西飞
600829.SH,人民同泰
301052.SZ,果麦文化
002900.SZ,哈三联
300388.SZ,节能国祯
000987.SZ,越秀资本
301093.SZ,华兰股份
603660.SH,苏州科达
601069.SH,西部黄金
002443.SZ,金洲管道
603010.SH,万盛股份
600177.SH,雅戈尔
002119.SZ,康强电子
000510.SZ,新金路
600641.SH,万业企业
300509.SZ,新美星
000878.SZ,云南铜业
688112.SH,鼎阳科技
300686.SZ,智动力
300640.SZ,德艺文创
300439.SZ,美康生物
002950.SZ,奥美医疗
603212.SH,赛伍技术
600645.SH,中源协和
600778.SH,友好集团
000419.SZ,通程控股
003037.SZ,三和管桩
002631.SZ,德尔未来
300673.SZ,佩蒂股份
300332.SZ,天壕环境
000532.SZ,华金资本
600250.SH,南纺股份
300327.SZ,中颖电子
300011.SZ,鼎汉技术
000554.SZ,泰山石油
300284.SZ,苏交科
002898.SZ,赛隆药业
605179.SH,一鸣食品
301075.SZ,多瑞医药
600561.SH,江西长运
603217.SH,元利科技
605358.SH,立昂微
002500.SZ,山西证券
600531.SH,豫光金铅
688682.SH,霍莱沃
000425.SZ,徐工机械
601456.SH,国联证券
002689.SZ,远大智能
600075.SH,新疆天业
002320.SZ,海峡股份
002029.SZ,七 匹 狼
688148.SH,芳源股份
301126.SZ,达嘉维康
300676.SZ,华大基因
300641.SZ,正丹股份
002752.SZ,昇兴股份
688013.SH,天臣医疗
600125.SH,铁龙物流
300255.SZ,常山药业
300962.SZ,中金辐照
002597.SZ,金禾实业
002688.SZ,金河生物
600363.SH,联创光电
002435.SZ,长江健康
600820.SH,隧道股份
000503.SZ,国新健康
601368.SH,绿城水务
002013.SZ,中航机电
300052.SZ,中青宝
600308.SH,华泰股份
601089.SH,福元医药
600736.SH,苏州高新
300122.SZ,智飞生物
002856.SZ,美芝股份
002872.SZ,ST天圣
300462.SZ,华铭智能
600502.SH,安徽建工
000950.SZ,重药控股
002627.SZ,三峡旅游
000088.SZ,盐 田 港
603087.SH,甘李药业
603813.SH,原尚股份
300031.SZ,宝通科技
300697.SZ,电工合金
688387.SH,信科移动-U
601158.SH,重庆水务
000417.SZ,合肥百货
688288.SH,鸿泉物联
603235.SH,天新药业
603969.SH,银龙股份
000913.SZ,钱江摩托
002194.SZ,武汉凡谷
688008.SH,澜起科技
002407.SZ,多氟多
300492.SZ,华图山鼎
600517.SH,国网英大
600722.SH,金牛化工
